,Comment,topic_1,topic_2,topic_3,topic_4,topic_5
7200,research shows that vaccinated people peak viral load same unvaccinated people home recovery settings and inference vaccinated people will also pass their virus others similar close settings much unvaccinated people why put the blame solely unvaccinated people mtf needs homework and keep themselves abreast covid research developments instead just conveniently using unvaccinated people scapegoat for failed policies already unvaccinated people are kept away from many places for more than two weeks infection numbers have not abated all this proves that unvaccinated people are not the ones causing the three zero numbers all this while unvaccinated people are being witch hunted,0.0,0.0,0.0,1.0,1.0
7202,you can talking about four digits what our weekly rate drops twenty still have two cases which very high number for population five,0.0,1.0,0.0,0.0,0.0
7203,europe removes singapore from list countries for which travel curbs should lifted straits times,1.0,0.0,0.0,0.0,1.0
7204,why overseas bloomberg people can have five dining same table when they are from different household,0.0,0.0,0.0,0.0,0.0
7205,because the ministers can mind control the virus,0.0,0.0,0.0,0.0,0.0
7206,open open mai liao kin booster three four five,0.0,0.0,0.0,0.0,0.0
7208,still using the term pandemic every variant only can neutral weaker with time never more effective any sense includes rate transmission,0.0,1.0,0.0,0.0,0.0
7209,please find all mankind threatened with death under notorious company,0.0,0.0,0.0,0.0,0.0
7210,look indonesia which the world best managing and fighting the covid look the poster boy denmark which singapore promoted heavily the successful nation fighting the pandemic presumably based cnn readership crashed after all its fake and shoddy news and today denmark trying its best avoid being the next singapore covid nation,1.0,0.0,1.0,1.0,0.0
7211,have realistic and stay united with the govt get the good results policy can please all,0.0,0.0,1.0,0.0,0.0
7213,good gov won trade the life their citizen for economic,0.0,1.0,0.0,0.0,0.0
7214,don reject the other off label safe drugs that has been around for many years take zinc selenium omega three quercetin and nac daily just malaysia own feeling,1.0,1.0,0.0,0.0,0.0
7216,how many times needs lift the paper and put down the paper nervous lol,0.0,0.0,0.0,1.0,0.0
7217,his action challenging his resistance,0.0,0.0,0.0,0.0,0.0
7218,true for the below something hidden big farma,0.0,0.0,0.0,0.0,0.0
7219,one pass tests check anti body levels should considered for returning citizens prs migrant workers vaccinated certain countries where certification not reliable two kids should also have access non mrna vaccines,0.0,0.0,0.0,0.0,0.0
7220,did they really below one infection growth rate just because the less certain days the rate just happily goes down and even the cases increase almost thousand the infection growth rate when down instead between eight nov nine nov guess either typo error human error screw data data for moh website,0.0,0.0,1.0,1.0,0.0
7221,are self tests and home guarantinees considered,0.0,0.0,0.0,0.0,0.0
7222,thinks you should questions those who are infected why are they not following the safety measures than talking about the infected rates stop are all nonsense questions and stay safe,0.0,0.0,0.0,1.0,0.0
7223,peter tan what safety measures that these ppl are not following,0.0,0.0,0.0,0.0,0.0
7225,peter tan hey noob you can not stop infection want wear ten masks also you are infected then you living medical bubble,0.0,1.0,0.0,0.0,0.0
7226,there many unknowns with these vaccines believe all the recruits got the moderna,0.0,0.0,1.0,0.0,0.0
7227,you have idea about nwo then better another church,0.0,0.0,0.0,0.0,0.0
7228,sigh next general election two thousand and,0.0,0.0,0.0,0.0,0.0
7229,should move another country where absolute control and see how you survive,0.0,0.0,0.0,0.0,0.0
7230,useless set many ridiculous rules are you going tell the world that singapore singapore still not safe,1.0,0.0,0.0,0.0,0.0
7231,the vaccine worked they wouldn need any retrictions,0.0,0.0,0.0,0.0,0.0
7232,williams vaccine did not work many you whiners would already floating down the ganges river,0.0,0.0,0.0,0.0,0.0
7233,three hundred and been two years since people were dropping dead the street wuhan since then mostvdearhs have been elderly,0.0,0.0,1.0,0.0,0.0
7234,dine should restricted one ppl only open mouth eat,0.0,0.0,0.0,0.0,0.0
7235,since you want keep forcing get vaccinated with all your policies will make sure the next election you will not get malaysia vote,1.0,0.0,1.0,0.0,0.0
7236,you voted for them the last time lol,0.0,0.0,0.0,0.0,0.0
7237,five from same household dine restaurants same five foreigners probably not from same household but maybe same country coming for bloomberg forum married couple can dine parents house but they are restricted dine with their parents restaurants wonder why,0.0,0.0,1.0,0.0,0.0
7238,are you sure every country will send five delegates bloomberg will more likely five participants from different countries sitting together dining and probably more talking amongst themselves than having food their mouth think most restaurants will follow what they did last time continue restrict all diners two persons table safe from violation regardless whether they are from same household not this rule hard enforce and fail,0.0,0.0,1.0,0.0,0.0
7239,many ads literally one every few mins the speaker hasn another already channel news asia how much money you wan make from this,0.0,1.0,0.0,0.0,0.0
7240,what has what the point even bosster can get effected this happen malaysia friend mom unless there the cured for covid instead vax,1.0,0.0,0.0,1.0,0.0
7241,cure definitely somewhere out there whether allowed access another issue,0.0,0.0,0.0,0.0,0.0
7242,know this very off topic but aren those people who ask questions from like media companies how come the way they speak english when asking questions sounds non media company like non news like like very chor lor imagine going consult like mathematician and seems struggling adding numbers,0.0,1.0,1.0,0.0,0.0
7243,that the way most singaporeans speak,0.0,0.0,0.0,0.0,1.0
7244,hong true normal singaporeans but they media professionals,0.0,0.0,0.0,0.0,1.0
7245,shawn know embarrassing this happens when our schools not emphasize speaking proper english most singaporeans like mumble and swallow their words when they speak not speak clearly,0.0,0.0,0.0,0.0,1.0
7246,announcement easy but there planning ahead ensure vaccination centre restaurants etc are ready after announcement confusion and mess where the efficiency were once proud,0.0,0.0,1.0,0.0,0.0
7247,double standard restriction not helping local businesses and own citizens caters more outsiders coming,0.0,0.0,1.0,0.0,0.0
7248,five total strangers can dine together bloomberg new economy forum nov discrimination finest,0.0,0.0,0.0,1.0,0.0
7249,minute silence for the thousands family members who lost their loved ones while others who are eagerly dine travel and gather socially,0.0,0.0,0.0,1.0,0.0
7250,few more years the next can wait exercise malaysia voting rights when that day comes,1.0,1.0,0.0,0.0,0.0
7252,same rant come election day and next day sad again keep ranting,0.0,0.0,1.0,0.0,0.0
7254,sir then the covid mgt team would not question,0.0,0.0,0.0,1.0,0.0
7255,let malaysian come dan can dinner very good excuse,0.0,0.0,0.0,0.0,1.0
7257,when are anti covid pills available medical clinics pharmacy,0.0,0.0,0.0,1.0,0.0
7258,those are experimental too not take them read long history lawsuits fizer they paid billions for damages over the years,0.0,1.0,0.0,0.0,0.0
7259,german new nazi pharma fascist health minister jens spahn who married pharma lobbyist says german wave,0.0,0.0,1.0,0.0,0.0
7261,too good gov won trade the life their citizen for economic,0.0,1.0,0.0,0.0,0.0
7263,grandparents are fully vacinated plus booster dose but still have chronic sickness move around punggol,0.0,1.0,0.0,0.0,0.0
7264,got something for the unvaxxed now that pay your own medical bills you are infected,0.0,0.0,0.0,0.0,0.0
7265,yeah used call people unvaxxed and without covid healthy normal people now they are like lepers the fully vaccinated with boosters keep getting covid,0.0,0.0,1.0,1.0,0.0
7266,they will heaven staring down mtf,0.0,0.0,0.0,0.0,0.0
7267,waiting for malaysia daughter son law with four young children between one till nine yrs old visit united states different estate far changes for visits household only two guest per household day,1.0,0.0,1.0,0.0,0.0
7268,haha double standard task force highest paid ministers who know nuts,0.0,0.0,0.0,0.0,1.0
7269,children come the clown show have started,0.0,0.0,0.0,0.0,0.0
7270,boba fett yes very suitable,0.0,1.0,0.0,0.0,0.0
7271,looks like need botox booster more,0.0,0.0,0.0,0.0,0.0
7272,disclaimer live alone and the dining does not affect however know people who are not the same family but are renting rooms one hdb flat they not look alike not siblings how prove,0.0,1.0,0.0,1.0,0.0
7273,when you live alone just mind your own business then bother about other people affair,0.0,1.0,0.0,0.0,0.0
7275,which gov the world speaks the true the citizens poor citizen shake heads listen them else shopping work dine,0.0,0.0,1.0,0.0,0.0
7276,think its fair for the bigger good,0.0,0.0,0.0,0.0,0.0
7277,gov speaks truth citizens,0.0,0.0,0.0,0.0,0.0
7278,play recorded music outlets are they crazy such dangerous move,0.0,0.0,0.0,0.0,0.0
7279,the music not necessary all just makes people speak louder and more moisture hang the air,0.0,0.0,1.0,0.0,0.0
7281,why recorded music dangerous virus will dance and mutate urghhhh,0.0,0.0,0.0,0.0,1.0
7282,haha,0.0,0.0,0.0,0.0,0.0
7283,for travellers they like entertainment look how european american has started with concert and huge gathering even mask think they give damn what will happen others,0.0,0.0,0.0,0.0,1.0
7284,alzario what about those open disco party without mask wuhan last year not loud music being played there,0.0,0.0,1.0,0.0,0.0
7285,hamidah ahmad you live plastic bubble scared your own shadow jeez always wondered what kind craven people would allow fascism save their own skins any cost now see clearly what type that,0.0,0.0,1.0,0.0,0.0
7286,two thousand and seventeen what said true tho research was done last year that when one projects one voice more droplets will expelled tgt with virus,0.0,0.0,1.0,0.0,0.0
7287,jillybean jillybean recorded music funny,0.0,0.0,0.0,0.0,0.0
7288,boba fett because people have raise their voices talk one another recorded live music,0.0,1.0,0.0,0.0,0.0
7289,funny how the comments here not understand the importance trade for singapore please continue being the frog the well,1.0,0.0,0.0,0.0,0.0
